Gene stable ID	Gene name	Macaque gene stable ID	Macaque gene name	Macaque homology type
ENSMUSG00000030406	Gipr	ENSMMUG00000006936	GIPR	ortholog_one2one
ENSMUSG00000021047	Nova1	ENSMMUG00000004271	NOVA1	ortholog_one2one
ENSMUSG00002076148	Gm55448	ENSMMUG00000026409		ortholog_one2many
ENSMUSG00000020326	Ccng1	ENSMMUG00000019550	CCNG1	ortholog_one2one
ENSMUSG00000037990	Sh3rf3	ENSMMUG00000017175	SH3RF3	ortholog_one2one
ENSMUSG00000055471	Alk	ENSMMUG00000010265	ALK	ortholog_one2one
ENSMUSG00000022710	Usp7	ENSMMUG00000047388	USP7	ortholog_one2one
ENSMUSG00000042817	Flt3	ENSMMUG00000016139	FLT3	ortholog_one2one
ENSMUSG00000004561	Mettl17	ENSMMUG00000003157	METTL17	ortholog_one2one
ENSMUSG00000067529	Or4d11	ENSMMUG00000051423	OR4D11	ortholog_one2one
ENSMUSG00000067528	Or4d10b	ENSMMUG00000057680	OR4D10	ortholog_one2many
ENSMUSG00000020950	Foxg1	ENSMMUG00000021444	FOXG1	ortholog_one2one
ENSMUSG00000067526	Or4d10	ENSMMUG00000057680	OR4D10	ortholog_one2many
ENSMUSG00000044994	Or4d10c	ENSMMUG00000057680	OR4D10	ortholog_one2many
ENSMUSG00000042364	Snx18	ENSMMUG00000023157	SNX18	ortholog_one2one
ENSMUSG00000042569	Dhrs7b	ENSMMUG00000013194	DHRS7B	ortholog_one2one
ENSMUSG00000039770	Ypel5	ENSMMUG00000006615	YPEL5	ortholog_one2one
ENSMUSG00000051456	Hspb3	ENSMMUG00000018488	HSPB3	ortholog_one2one
ENSMUSG00000058498	Rnf207	ENSMMUG00000038166	RNF207	ortholog_one2one
ENSMUSG00000044005	Gls2	ENSMMUG00000000860	GLS2	ortholog_one2one
ENSMUSG00000065259	Snora30	ENSMMUG00000024783	SNORA30	ortholog_one2one
ENSMUSG00000024413	Npc1	ENSMMUG00000021484	NPC1	ortholog_one2one
ENSMUSG00000035711	Dok3	ENSMMUG00000016914	DOK3	ortholog_one2one
ENSMUSG00000027482	Bpifa3	ENSMMUG00000008928	BPIFA3	ortholog_one2one
ENSMUSG00000002688	Prkd1	ENSMMUG00000022550	PRKD1	ortholog_one2one
ENSMUSG00000067524	Or4d6	ENSMMUG00000060889	OR4D6	ortholog_one2one
ENSMUSG00000041528	Rnf123	ENSMMUG00000014564	RNF123	ortholog_one2one
ENSMUSG00000027861	Casq2	ENSMMUG00000008970	CASQ2	ortholog_one2one
ENSMUSG00000067522	Or5a1	ENSMMUG00000014115	OR5A1	ortholog_one2one
ENSMUSG00000042348	Arl15	ENSMMUG00000011995	ARL15	ortholog_one2one
ENSMUSG00000024063	Lbh	ENSMMUG00000043556		ortholog_one2many
ENSMUSG00000024063	Lbh	ENSMMUG00000006617	LBH	ortholog_one2many
ENSMUSG00000039361	Picalm	ENSMMUG00000019618	PICALM	ortholog_one2one
ENSMUSG00000043284	Tmem11	ENSMMUG00000020893	TMEM11	ortholog_one2one
ENSMUSG00000025223	Ldb1	ENSMMUG00000009375	LDB1	ortholog_one2one
ENSMUSG00000023873	1700010I14Rik	ENSMMUG00000023613	C4H6orf118	ortholog_one2one
ENSMUSG00000066363	Serpina3f	ENSMMUG00000011218	SERPINA3	ortholog_one2many
ENSMUSG00000027483	Bpifa1	ENSMMUG00000008925	BPIFA1	ortholog_one2many
ENSMUSG00000049550	Clip1	ENSMMUG00000021928	CLIP1	ortholog_one2one
ENSMUSG00000018931	Natd1	ENSMMUG00000058589	NATD1	ortholog_one2one
ENSMUSG00000048264	Dip2c	ENSMMUG00000002080	DIP2C	ortholog_one2one
ENSMUSG00000059248	Septin9	ENSMMUG00000001321	SEPTIN9	ortholog_one2one
ENSMUSG00000057766	Ankrd29	ENSMMUG00000020328	ANKRD29	ortholog_one2one
ENSMUSG00000027484	Bpifa5	ENSMMUG00000008925	BPIFA1	ortholog_one2many
ENSMUSG00000008604	Ubqln4	ENSMMUG00000009983	UBQLN4	ortholog_one2one
ENSMUSG00000030309	Caprin2	ENSMMUG00000001359	CAPRIN2	ortholog_one2one
ENSMUSG00000015341	Golga7	ENSMMUG00000016120	GOLGA7	ortholog_one2one
ENSMUSG00000063450	Syne2	ENSMMUG00000001008	SYNE2	ortholog_one2one
ENSMUSG00000069114	Zbtb10	ENSMMUG00000008438	ZBTB10	ortholog_one2one
ENSMUSG00000028868	Wasf2	ENSMMUG00000018221	WASF2	ortholog_one2one
ENSMUSG00000024421	Lama3	ENSMMUG00000004321	LAMA3	ortholog_one2one
ENSMUSG00000041355	Ssr2	ENSMMUG00000013495	SSR2	ortholog_one2one
ENSMUSG00000035948	Acss3	ENSMMUG00000013800	ACSS3	ortholog_one2one
ENSMUSG00000035476	Tab3	ENSMMUG00000013981	TAB3	ortholog_one2one
ENSMUSG00000046173	Pabpc6	ENSMMUG00000020835	PABPC3	ortholog_one2many
ENSMUSG00000031548	Sfrp1	ENSMMUG00000019082	SFRP1	ortholog_one2one
ENSMUSG00000002346	Slc25a42	ENSMMUG00000019669	SLC25A42	ortholog_one2one
ENSMUSG00000054469	Lclat1	ENSMMUG00000059622	LCLAT1	ortholog_one2one
ENSMUSG00000040209	Zfp704	ENSMMUG00000009969	ZNF704	ortholog_one2one
ENSMUSG00000045237	Eola1	ENSMMUG00000006801		ortholog_one2many
ENSMUSG00000045237	Eola1	ENSMMUG00000061075	EOLA2	ortholog_one2many
ENSMUSG00000023008	Fmnl3	ENSMMUG00000022498	FMNL3	ortholog_one2one
ENSMUSG00000072572	Slc39a2	ENSMMUG00000060202	SLC39A2	ortholog_one2one
ENSMUSG00000002343	Armc6	ENSMMUG00000019668	ARMC6	ortholog_one2one
ENSMUSG00000068015	Lrch1	ENSMMUG00000016293	LRCH1	ortholog_one2one
ENSMUSG00000049649	Gpr3	ENSMMUG00000018325	GPR3	ortholog_one2one
ENSMUSG00000031166	Wdr13	ENSMMUG00000015396	WDR13	ortholog_one2one
ENSMUSG00000028936	Rpl22	ENSMMUG00000018347	RPL22	ortholog_one2one
ENSMUSG00000027860	Vangl1	ENSMMUG00000008967	VANGL1	ortholog_one2one
ENSMUSG00000051346	Spryd4	ENSMMUG00000053986	SPRYD4	ortholog_one2one
ENSMUSG00000075307	Klhl41	ENSMMUG00000020510	KLHL41	ortholog_one2one
ENSMUSG00000025389	Mip	ENSMMUG00000010334	MIP	ortholog_one2one
ENSMUSG00000018932	Map2k3	ENSMMUG00000010904	MAP2K3	ortholog_one2one
ENSMUSG00000022868	Ahsg	ENSMMUG00000017567	AHSG	ortholog_one2one
ENSMUSG00000064724	Gm25852	ENSMMUG00000043954	SNORA63	ortholog_one2one
ENSMUSG00000019917	Septin10	ENSMMUG00000017177	SEPTIN10	ortholog_one2one
ENSMUSG00000029776	Hibadh	ENSMMUG00000023134	HIBADH	ortholog_one2one
ENSMUSG00000037492	Zmat4	ENSMMUG00000000776	ZMAT4	ortholog_one2one
ENSMUSG00000027485	Bpifb1	ENSMMUG00000062078	BPIFB1	ortholog_one2one
ENSMUSG00000062078	Qki	ENSMMUG00000000428	QKI	ortholog_one2one
ENSMUSG00000004535	Tax1bp1	ENSMMUG00000022454	TAX1BP1	ortholog_one2one
ENSMUSG00000027508	Pag1	ENSMMUG00000023342	PAG1	ortholog_one2one
ENSMUSG00000028862	Map3k6	ENSMMUG00000018318	MAP3K6	ortholog_one2one
ENSMUSG00000098188	Sowahc	ENSMMUG00000017179	SOWAHC	ortholog_one2one
ENSMUSG00000067519	Or5an1c	ENSMMUG00000014118	OR5AN1	ortholog_one2many
ENSMUSG00000019906	Lin7a	ENSMMUG00000011671	LIN7A	ortholog_one2one
ENSMUSG00000065405	Mir30a	ENSMMUG00000026977	mml-mir-30a	ortholog_one2one
ENSMUSG00000065567	Mir30c-2	ENSMMUG00000027039	mml-mir-30c-2	ortholog_one2many
ENSMUSG00000065567	Mir30c-2	ENSMMUG00000054403	mml-mir-30c-2	ortholog_one2many
ENSMUSG00000026255	Efhd1	ENSMMUG00000050546	EFHD1	ortholog_one2one
ENSMUSG00000084737	Gm25805	ENSMMUG00000035913	U6	ortholog_one2one
ENSMUSG00000022507	Hapstr1	ENSMMUG00000001944	HAPSTR1	ortholog_one2one
ENSMUSG00000027859	Ngf	ENSMMUG00000062180	NGF	ortholog_one2one
ENSMUSG00000095640	Or5an1	ENSMMUG00000014118	OR5AN1	ortholog_one2many
ENSMUSG00000026158	Ogfrl1	ENSMMUG00000014671	OGFRL1	ortholog_one2one
ENSMUSG00000067513	Or5an10	ENSMMUG00000014118	OR5AN1	ortholog_one2many
ENSMUSG00000096436	Or5an1b	ENSMMUG00000014118	OR5AN1	ortholog_one2many
ENSMUSG00000056313	Tcim	ENSMMUG00000045757	TCIM	ortholog_one2one
ENSMUSG00000022871	Fetub	ENSMMUG00000018909	FETUB	ortholog_one2one
ENSMUSG00000000435	Myf5	ENSMMUG00000011669	MYF5	ortholog_one2one
ENSMUSG00000063568	Jazf1	ENSMMUG00000042360	JAZF1	ortholog_one2one
ENSMUSG00000036054	Sugp2	ENSMMUG00000019665	SUGP2	ortholog_one2one
ENSMUSG00000035923	Myf6	ENSMMUG00000011667	MYF6	ortholog_one2one
ENSMUSG00002076636	Gm55352	ENSMMUG00000026646	5S_rRNA	ortholog_one2many
ENSMUSG00000028163	Nfkb1	ENSMMUG00000003736	NFKB1	ortholog_one2one
ENSMUSG00000043705	Capn13	ENSMMUG00000003473	CAPN13	ortholog_one2one
ENSMUSG00000035916	Ptprq	ENSMMUG00000037711	PTPRQ	ortholog_one2one
ENSMUSG00000026156	B3gat2	ENSMMUG00000058487	B3GAT2	ortholog_one2one
ENSMUSG00000025780	Itih5	ENSMMUG00000015850	ITIH5	ortholog_one2one
ENSMUSG00000040065	Pfpl	ENSMMUG00000045775	MPEG1	ortholog_one2many
ENSMUSG00000034959	Rubcnl	ENSMMUG00000009862	RUBCNL	ortholog_one2one
ENSMUSG00000046805	Mpeg1	ENSMMUG00000045775	MPEG1	ortholog_one2many
ENSMUSG00000030352	Tspan9	ENSMMUG00000009251	TSPAN9	ortholog_one2one
ENSMUSG00000015405	Ace2	ENSMMUG00000014048	ACE2	ortholog_one2one
ENSMUSG00000039982	Dtx4	ENSMMUG00000010277	DTX4	ortholog_one2one
ENSMUSG00000028544	Slc5a9	ENSMMUG00000007558	SLC5A9	ortholog_one2one
ENSMUSG00000073481	Mtarc2	ENSMMUG00000057631	MTARC2	ortholog_one2one
ENSMUSG00000042529	Kcnj12	ENSMMUG00000056831		ortholog_one2one
ENSMUSG00000055491	Pprc1	ENSMMUG00000001186	PPRC1	ortholog_one2one
ENSMUSG00000027086	Fastkd1	ENSMMUG00000020511	FASTKD1	ortholog_one2one
ENSMUSG00002076039	Gm55030	ENSMMUG00000026646	5S_rRNA	ortholog_one2many
ENSMUSG00000020436	Gabrg2	ENSMMUG00000009707	GABRG2	ortholog_one2one
ENSMUSG00000024424	Ttc39c	ENSMMUG00000004343	TTC39C	ortholog_one2one
ENSMUSG00000042286	Stab1	ENSMMUG00000017351	STAB1	ortholog_one2one
ENSMUSG00000021764	Ndufs4	ENSMMUG00000004861	NDUFS4	ortholog_one2one
ENSMUSG00000037196	Pacrg	ENSMMUG00000020412	PACRG	ortholog_one2one
ENSMUSG00000091455	Otogl	ENSMMUG00000000121	OTOGL	ortholog_one2one
ENSMUSG00000031549	Ido2	ENSMMUG00000019306	IDO2	ortholog_one2one
ENSMUSG00000039349	C130074G19Rik	ENSMMUG00000058658	C1H1orf115	ortholog_one2one
ENSMUSG00000024064	Galnt14	ENSMMUG00000003474	GALNT14	ortholog_one2one
ENSMUSG00000021494	Ddx41	ENSMMUG00000016911	DDX41	ortholog_one2one
ENSMUSG00000026587	Astn1	ENSMMUG00000023216	ASTN1	ortholog_one2one
ENSMUSG00000022877	Hrg	ENSMMUG00000018910	HRG	ortholog_one2one
ENSMUSG00000031551	Ido1	ENSMMUG00000019304	IDO1	ortholog_one2one
ENSMUSG00000039200	Atf7ip2	ENSMMUG00000005913	ATF7IP2	ortholog_one2one
ENSMUSG00000024430	Cabyr	ENSMMUG00000004346	CABYR	ortholog_one2one
ENSMUSG00000005534	Insr	ENSMMUG00000028907	INSR	ortholog_one2one
ENSMUSG00000019916	P4ha1	ENSMMUG00000011274	P4HA1	ortholog_one2one
ENSMUSG00000053007	Creb5	ENSMMUG00000039317	CREB5	ortholog_one2one
ENSMUSG00000024691	Fam111a	ENSMMUG00000010274	FAM111A	ortholog_one2one
ENSMUSG00000005045	Chd5	ENSMMUG00000016838	CHD5	ortholog_one2one
ENSMUSG00000021765	Fst	ENSMMUG00000004860	FST	ortholog_one2one
ENSMUSG00000056608	Chd9	ENSMMUG00000016310	CHD9	ortholog_one2one
ENSMUSG00000119078	Gm22951	ENSMMUG00000025467	U6	ortholog_one2many
ENSMUSG00000119078	Gm22951	ENSMMUG00000057886	U6	ortholog_one2many
ENSMUSG00000023010	Tmbim6	ENSMMUG00000005960	TMBIM6	ortholog_one2one
ENSMUSG00000071633	Gm4952	ENSMMUG00000064087		ortholog_one2one
ENSMUSG00000024065	Ehd3	ENSMMUG00000003476	EHD3	ortholog_one2one
ENSMUSG00000027487	Cdk5rap1	ENSMMUG00000008470	CDK5RAP1	ortholog_one2one
ENSMUSG00000023826	Prkn	ENSMMUG00000020410	PRKN	ortholog_one2one
ENSMUSG00000063683	Glyat	ENSMMUG00000011718	GLYAT	ortholog_one2one
ENSMUSG00000021495	Fam193b	ENSMMUG00000016910	FAM193B	ortholog_one2one
ENSMUSG00000010142	Tnfrsf13b	ENSMMUG00000064941		ortholog_one2many
ENSMUSG00000010142	Tnfrsf13b	ENSMMUG00000005378	TNFRSF13B	ortholog_one2many
ENSMUSG00000089563	Gm24667	ENSMMUG00000053062	U6	ortholog_one2many
ENSMUSG00000060459	Kng2	ENSMMUG00000003700	KNG1	ortholog_one2many
ENSMUSG00000027533	Fabp5	ENSMMUG00000064718	FABP5	ortholog_one2one
ENSMUSG00000119449	Gm25818	ENSMMUG00000024986	U1	ortholog_one2one
ENSMUSG00000049230	Myef2l	ENSMMUG00000018834	MYEF2	ortholog_one2many
ENSMUSG00000042506	Usp22	ENSMMUG00000005377	USP22	ortholog_one2one
ENSMUSG00000052468	Pmp2	ENSMMUG00000047024	PMP2	ortholog_one2one
ENSMUSG00000023827	Agpat4	ENSMMUG00000006147	AGPAT4	ortholog_one2one
ENSMUSG00000058569	Tmed9	ENSMMUG00000064489	TMED9	ortholog_one2one
ENSMUSG00000027528	Fabp9	ENSMMUG00000020095	FABP9	ortholog_one2one
ENSMUSG00000009646	Pla2g12b	ENSMMUG00000020405	PLA2G12B	ortholog_one2one
ENSMUSG00000031377	Bmx	ENSMMUG00000014047	BMX	ortholog_one2one
ENSMUSG00000062515	Fabp4	ENSMMUG00000020987	FABP4	ortholog_one2one
ENSMUSG00000021614	Vcan	ENSMMUG00000011513	VCAN	ortholog_one2one
ENSMUSG00000009654	Oit3	ENSMMUG00000020404	OIT3	ortholog_one2one
ENSMUSG00000044252	Osbpl1a	ENSMMUG00000004350	OSBPL1A	ortholog_one2one
ENSMUSG00000061186	Sfmbt2	ENSMMUG00000019194	SFMBT2	ortholog_one2one
ENSMUSG00000024695	Zfp91	ENSMMUG00000011714	ZFP91	ortholog_one2one
ENSMUSG00000027858	Tspan2	ENSMMUG00000017421	TSPAN2	ortholog_one2one
ENSMUSG00000024066	Xdh	ENSMMUG00000000561	XDH	ortholog_one2one
ENSMUSG00000021997	Lrrc63	ENSMMUG00000009860	LRRC63	ortholog_one2one
ENSMUSG00000025571	Tnrc6c	ENSMMUG00000011924	TNRC6C	ortholog_one2one
ENSMUSG00000028860	Sytl1	ENSMMUG00000004768	SYTL1	ortholog_one2one
ENSMUSG00000009647	Mcu	ENSMMUG00000020402	MCU	ortholog_one2one
ENSMUSG00000039599	Fam149b	ENSMMUG00000011281	FAM149B1	ortholog_one2one
ENSMUSG00000005672	Kit	ENSMMUG00000060342	KIT	ortholog_one2one
ENSMUSG00000015176	Nolc1	ENSMMUG00000001183	NOLC1	ortholog_one2one
ENSMUSG00000022505	Emp2	ENSMMUG00000060713	EMP2	ortholog_one2one
ENSMUSG00000059401	Mamld1	ENSMMUG00000022263	MAMLD1	ortholog_one2one
ENSMUSG00000019907	Ppp1r12a	ENSMMUG00000019214	PPP1R12A	ortholog_one2one
ENSMUSG00000053897	Slc39a8	ENSMMUG00000016880	SLC39A8	ortholog_one2one
ENSMUSG00000043496	Tril	ENSMMUG00000020183	TRIL	ortholog_one2one
ENSMUSG00000039179	Tekt5	ENSMMUG00000019726	TEKT5	ortholog_one2one
ENSMUSG00000032012	Nectin1	ENSMMUG00000008274	NECTIN1	ortholog_one2one
ENSMUSG00000001521	Tulp3	ENSMMUG00000004172	TULP3	ortholog_one2one
ENSMUSG00000031379	Pir	ENSMMUG00000015740	PIR	ortholog_one2one
ENSMUSG00000022503	Nubp1	ENSMMUG00000020614	NUBP1	ortholog_one2one
ENSMUSG00000037716	Ccdc33	ENSMMUG00000003231	CCDC33	ortholog_one2one
ENSMUSG00000023009	Nckap5l	ENSMMUG00000006255	NCKAP5L	ortholog_one2one
ENSMUSG00000068250	Amn1	ENSMMUG00000011180	AMN1	ortholog_one2one
ENSMUSG00000031380	Vegfd	ENSMMUG00000015738	VEGFD	ortholog_one2one
ENSMUSG00000050908	Tvp23a	ENSMMUG00000061818	TVP23A	ortholog_one2one
ENSMUSG00000010803	Gabra1	ENSMMUG00000007296	GABRA1	ortholog_one2one
ENSMUSG00000027857	Tshb	ENSMMUG00000058261	TSHB	ortholog_one2one
ENSMUSG00000031284	Pak3	ENSMMUG00000018763	PAK3	ortholog_one2one
ENSMUSG00000022875	Kng1	ENSMMUG00000003700	KNG1	ortholog_one2many
ENSMUSG00000023011	Faim2	ENSMMUG00000022913	FAIM2	ortholog_one2one
ENSMUSG00000028857	Tmem222	ENSMMUG00000004767	TMEM222	ortholog_one2one
ENSMUSG00000070103	Mir488	ENSMMUG00000026930	mml-mir-488	ortholog_one2one
ENSMUSG00000026620	Mark1	ENSMMUG00000022288	MARK1	ortholog_one2one
ENSMUSG00000048668	Rhno1	ENSMMUG00000045026	RHNO1	ortholog_one2one
ENSMUSG00000038541	Srd5a2	ENSMMUG00000058006	SRD5A2	ortholog_one2one
ENSMUSG00000027530	Fabp12	ENSMMUG00000019337	FABP12	ortholog_one2one
ENSMUSG00000035873	Pawr	ENSMMUG00000015179	PAWR	ortholog_one2one
ENSMUSG00000038754	Elovl3	ENSMMUG00000022752	ELOVL3	ortholog_one2one
ENSMUSG00000042133	Ppig	ENSMMUG00000020512	PPIG	ortholog_one2one
ENSMUSG00000034832	Tet3	ENSMMUG00000020551	TET3	ortholog_one2one
ENSMUSG00000024696	Lpxn	ENSMMUG00000011713	LPXN	ortholog_one2one
ENSMUSG00000014426	Map3k4	ENSMMUG00000006143	MAP3K4	ortholog_one2one
ENSMUSG00000026155	Smap1	ENSMMUG00000029592	SDHAF4	ortholog_one2one
ENSMUSG00000091014	Gm5244	ENSMMUG00000028777		ortholog_one2many
ENSMUSG00000025229	Pitx3	ENSMMUG00000056167	PITX3	ortholog_one2one
ENSMUSG00000027531	Impa1	ENSMMUG00000041736		ortholog_one2many
ENSMUSG00000027531	Impa1	ENSMMUG00000002628	IMPA1	ortholog_one2many
ENSMUSG00000027531	Impa1	ENSMMUG00000049341		ortholog_one2many
ENSMUSG00000041481	Serpina3g	ENSMMUG00000011218	SERPINA3	ortholog_one2many
ENSMUSG00000040653	Ppp1r14c	ENSMMUG00000022110	PPP1R14C	ortholog_one2one
ENSMUSG00000046272	Or5b21	ENSMMUG00000011712	OR5B21	ortholog_one2one
ENSMUSG00000028399	Ptprd	ENSMMUG00000006952	PTPRD	ortholog_one2one
ENSMUSG00000019762	Iyd	ENSMMUG00000010802	IYD	ortholog_one2one
ENSMUSG00000035158	Mitf	ENSMMUG00000002100	MITF	ortholog_one2one
ENSMUSG00000045126	Or5b12b	ENSMMUG00000062697	OR5B12	ortholog_one2many
ENSMUSG00000079014	Serpina3i	ENSMMUG00000011218	SERPINA3	ortholog_one2many
ENSMUSG00000035864	Syt1	ENSMMUG00000005530	SYT1	ortholog_one2one
ENSMUSG00000019102	Aldh3a1	ENSMMUG00000001328	ALDH3A1	ortholog_one2one
ENSMUSG00000079013	Serpina3j	ENSMMUG00000011218	SERPINA3	ortholog_one2many
ENSMUSG00000048456	Or5b12	ENSMMUG00000062697	OR5B12	ortholog_one2many
ENSMUSG00000058207	Serpina3k	ENSMMUG00000011218	SERPINA3	ortholog_one2many
ENSMUSG00000023013	Aqp2	ENSMMUG00000038256	AQP2	ortholog_one2one
ENSMUSG00000079012	Serpina3m	ENSMMUG00000011218	SERPINA3	ortholog_one2many
ENSMUSG00000022504	Ciita	ENSMMUG00000007777	CIITA	ortholog_one2one
ENSMUSG00000044217	Aqp5	ENSMMUG00000058855	AQP5	ortholog_one2one
ENSMUSG00000037922	Bank1	ENSMMUG00000008441	BANK1	ortholog_one2one
ENSMUSG00000062234	Gak	ENSMMUG00000016919	GAK	ortholog_one2one
ENSMUSG00000021504	B4galt7	ENSMMUG00000029662	B4GALT7	ortholog_one2one
ENSMUSG00000021091	Serpina3n	ENSMMUG00000011218	SERPINA3	ortholog_one2many
ENSMUSG00000073530	Pappa2	ENSMMUG00000023214	PAPPA2	ortholog_one2one
ENSMUSG00000020428	Gabra6	ENSMMUG00000002832	GABRA6	ortholog_one2one
ENSMUSG00000032593	Amigo3	ENSMMUG00000014582	AMIGO3	ortholog_one2one
ENSMUSG00000035293	G2e3	ENSMMUG00000019691	G2E3	ortholog_one2one
ENSMUSG00000043144	Aqp6	ENSMMUG00000021688	AQP6	ortholog_one2one
ENSMUSG00000031552	Adam18	ENSMMUG00000022134	ADAM18	ortholog_one2one
ENSMUSG00000021501	Caml	ENSMMUG00000056880	CAMLG	ortholog_one2one
ENSMUSG00000025224	Gbf1	ENSMMUG00000002985	GBF1	ortholog_one2one
ENSMUSG00000023015	Racgap1	ENSMMUG00000021689	RACGAP1	ortholog_one2one
ENSMUSG00000112039	Brcc3dc	ENSMMUG00000010253	BRCC3	ortholog_one2many
ENSMUSG00000020111	Micu1	ENSMMUG00000016963	MICU1	ortholog_one2one
ENSMUSG00000021615	Xrcc4	ENSMMUG00000064265	XRCC4	ortholog_one2one
ENSMUSG00000032011	Thy1	ENSMMUG00000008923	THY1	ortholog_one2one
ENSMUSG00000111409	Gm49380	ENSMMUG00000041425	RNF26	ortholog_one2many
ENSMUSG00000058921	Slc10a5	ENSMMUG00000048476	SLC10A5	ortholog_one2one
ENSMUSG00000032377	Plscr4	ENSMMUG00000007976	PLSCR4	ortholog_one2one
ENSMUSG00000027855	Sycp1	ENSMMUG00000017674	SYCP1	ortholog_one2one
ENSMUSG00000059481	Plg	ENSMMUG00000016945	PLG	ortholog_one2one
ENSMUSG00000038305	Spats2l	ENSMMUG00000008101	SPATS2L	ortholog_one2one
ENSMUSG00002075582	Gm55230	ENSMMUG00000036386	U6	ortholog_one2many
ENSMUSG00000012422	Tmem167	ENSMMUG00000046560	TMEM167A	ortholog_one2one
ENSMUSG00000031666	Rbl2	ENSMMUG00000043440	RBL2	ortholog_one2one
ENSMUSG00000021811	Dnajc9	ENSMMUG00000011282	DNAJC9	ortholog_one2one
ENSMUSG00000004040	Stat3	ENSMMUG00000010707	STAT3	ortholog_one2one
ENSMUSG00000088308	Gm24507	ENSMMUG00000035653	SCARNA18	ortholog_one2one
ENSMUSG00000021095	Gsc	ENSMMUG00000055341	GSC	ortholog_one2one
ENSMUSG00000032591	Mst1	ENSMMUG00000057113	MST1	ortholog_one2one
ENSMUSG00000058704	Memo1	ENSMMUG00000003908	MEMO1	ortholog_one2one
ENSMUSG00000049960	Mrps16	ENSMMUG00000057291	MRPS16	ortholog_one2one
ENSMUSG00000070883	Ccdc173	ENSMMUG00000031398	CFAP210	ortholog_one2one
ENSMUSG00000078958	Atp6ap1l	ENSMMUG00000029954	ATP6AP1L	ortholog_one2one
ENSMUSG00000004558	Ndrg2	ENSMMUG00000020747	NDRG2	ortholog_one2one
ENSMUSG00000021055	Esr2	ENSMMUG00000022839	ESR2	ortholog_one2one
ENSMUSG00000049517	Rps23	ENSMMUG00000003578	RPS23	ortholog_one2one
ENSMUSG00000021619	Atg10	ENSMMUG00000003577	ATG10	ortholog_one2one
ENSMUSG00000021500	Ddx46	ENSMMUG00000052696		ortholog_one2many
ENSMUSG00000021500	Ddx46	ENSMMUG00000012463	DDX46	ortholog_one2many
ENSMUSG00000027088	Phospho2	ENSMMUG00000048893	PHOSPHO2	ortholog_one2one
ENSMUSG00000023828	Slc22a3	ENSMMUG00000005717	SLC22A3	ortholog_one2one
ENSMUSG00000027797	Dclk1	ENSMMUG00000016791	DCLK1	ortholog_one2one
ENSMUSG00000004568	Arhgef18	ENSMMUG00000028906	ARHGEF18	ortholog_one2one
ENSMUSG00000024067	Dpy30	ENSMMUG00000014481	DPY30	ortholog_one2one
ENSMUSG00000032374	Plod2	ENSMMUG00000011577	PLOD2	ortholog_one2one
ENSMUSG00000069020	Urm1	ENSMMUG00000018612	URM1	ortholog_one2one
ENSMUSG00000052955	Cpvl	ENSMMUG00000020184	CPVL	ortholog_one2one
ENSMUSG00000054594	Oscar	ENSMMUG00000037843	OSCAR	ortholog_one2one
ENSMUSG00000031381	Piga	ENSMMUG00000015737	PIGA	ortholog_one2one
ENSMUSG00000040966	Slc22a2	ENSMMUG00000005715	SLC22A2	ortholog_one2one
ENSMUSG00000038533	Cbfa2t2	ENSMMUG00000023541	CBFA2T2	ortholog_one2one
ENSMUSG00000038502	Ptov1	ENSMMUG00000011618	PTOV1	ortholog_one2one
ENSMUSG00000061387	Or10w1	ENSMMUG00000059029	OR10W1	ortholog_one2many
ENSMUSG00000051156	Or10q1b	ENSMMUG00000050579	OR10Q1	ortholog_one2many
ENSMUSG00000029104	Htt	ENSMMUG00000008392	HTT	ortholog_one2one
ENSMUSG00000109520	Or10w3	ENSMMUG00000059029	OR10W1	ortholog_one2many
ENSMUSG00000045767	B230219D22Rik	ENSMMUG00000004013	C6H5orf24	ortholog_one2one
ENSMUSG00000090667	Mdfic2	ENSMMUG00000057543	MDFIC2	ortholog_one2one
ENSMUSG00000050865	Or10q1	ENSMMUG00000050579	OR10Q1	ortholog_one2many
ENSMUSG00000021497	Txndc15	ENSMMUG00000063014	TXNDC15	ortholog_one2one
ENSMUSG00000020181	Nav3	ENSMMUG00000021329	NAV3	ortholog_one2one
ENSMUSG00000047207	Or10q12	ENSMMUG00000050579	OR10Q1	ortholog_one2many
ENSMUSG00000048356	Or1s2	ENSMMUG00000062872	OR1S1	ortholog_one2one
ENSMUSG00000021496	Pcbd2	ENSMMUG00000058022	PCBD2	ortholog_one2one
ENSMUSG00000044040	Or9q2	ENSMMUG00000039373	OR9Q2	ortholog_one2one
ENSMUSG00000045395	Or9i14	ENSMMUG00000054152	OR9I1	ortholog_one2many
ENSMUSG00000001517	Foxm1	ENSMMUG00000019385	FOXM1	ortholog_one2one
ENSMUSG00000054526	Or9q1	ENSMMUG00000064060	OR9Q1	ortholog_one2one
ENSMUSG00000023829	Slc22a1	ENSMMUG00000015662	SLC22A1	ortholog_one2one
ENSMUSG00000015536	Mocs2	ENSMMUG00000020449	MOCS2	ortholog_one2one
ENSMUSG00000020952	Scfd1	ENSMMUG00000019692	SCFD1	ortholog_one2one
ENSMUSG00000056858	Or9i1	ENSMMUG00000054152	OR9I1	ortholog_one2many
ENSMUSG00000058173	Smco4	ENSMMUG00000040519	SMCO4	ortholog_one2one
