Gene stable ID	Gene name	Zebrafish gene stable ID	Zebrafish gene name	Zebrafish homology type
ENSMUSG00000029086	Prom1	ENSDARG00000039966	prom1a	ortholog_one2many
ENSMUSG00000021493	Pdlim7	ENSDARG00000103854	pdlim7	ortholog_one2one
ENSMUSG00000010608	Rbm25	ENSDARG00000006395	rbm25b	ortholog_one2one
ENSMUSG00000035885	Cox8a	ENSDARG00000095273	cox8a	ortholog_one2many
ENSMUSG00000045983	Eif4g1	ENSDARG00000101256		ortholog_one2one
ENSMUSG00000033075	Senp1	ENSDARG00000073837		ortholog_one2many
ENSMUSG00000033075	Senp1	ENSDARG00000078574		ortholog_one2many
ENSMUSG00000076438	Oxct2b	ENSDARG00000054319	oxct1b	ortholog_many2many
ENSMUSG00000076438	Oxct2b	ENSDARG00000013063	oxct1a	ortholog_many2many
ENSMUSG00000040935	Padi6	ENSDARG00000044167	padi2	ortholog_one2many
ENSMUSG00000024764	Naa40	ENSDARG00000090570	NAA40	ortholog_one2many
ENSMUSG00000024764	Naa40	ENSDARG00000024109	naa40	ortholog_one2many
ENSMUSG00000015839	Nfe2l2	ENSDARG00000042824	nfe2l2a	ortholog_one2one
ENSMUSG00000020904	Cfap52	ENSDARG00000101679	cfap52	ortholog_one2one
ENSMUSG00000031600	Vps37a	ENSDARG00000017119	vps37a	ortholog_one2one
ENSMUSG00000001349	Cnn1	ENSDARG00000102398	CNN1	ortholog_one2many
ENSMUSG00000001349	Cnn1	ENSDARG00000017193	cnn1a	ortholog_one2many
ENSMUSG00000028651	Ppie	ENSDARG00000103234	ppie	ortholog_one2one
ENSMUSG00000024968	Rcor2	ENSDARG00000008278	rcor2	ortholog_one2one
ENSMUSG00000020284	Cfap410	ENSDARG00000099397	CFAP410	ortholog_one2one
ENSMUSG00000020402	Vdac1	ENSDARG00000045132	vdac1	ortholog_one2one
ENSMUSG00000042389	Tsen2	ENSDARG00000091851	tsen2	ortholog_one2one
ENSMUSG00000028194	Ddah1	ENSDARG00000103042	ddah1	ortholog_one2one
ENSMUSG00000061778	Mospd2	ENSDARG00000026024	mospd2	ortholog_one2one
ENSMUSG00000025330	Padi4	ENSDARG00000044167	padi2	ortholog_one2many
ENSMUSG00000036466	Megf11	ENSDARG00000062686	MEGF11	ortholog_one2one
ENSMUSG00000068011	Mkrn2os	ENSDARG00000100728	MKRN2OS	ortholog_one2one
ENSMUSG00000033065	Pfkm	ENSDARG00000014179	pfkma	ortholog_one2many
ENSMUSG00000033065	Pfkm	ENSDARG00000060797	pfkmb	ortholog_one2many
ENSMUSG00000000439	Mkrn2	ENSDARG00000007630	mkrn2	ortholog_one2one
ENSMUSG00000020277	Pfkl	ENSDARG00000099755	pfklb	ortholog_one2many
ENSMUSG00000020277	Pfkl	ENSDARG00000060504	PFKL	ortholog_one2many
ENSMUSG00000097148	Gapdhrt	ENSDARG00000043457	gapdh	ortholog_one2many
ENSMUSG00000024969	Mark2	ENSDARG00000032458	MARK2	ortholog_one2many
ENSMUSG00000024969	Mark2	ENSDARG00000079905	MARK2	ortholog_one2many
ENSMUSG00000056260	Lrif1	ENSDARG00000069696		ortholog_one2one
ENSMUSG00000046093	Hpcal4	ENSDARG00000045737	guca1g	ortholog_many2many
ENSMUSG00000046093	Hpcal4	ENSDARG00000052223	rcvrna	ortholog_many2many
ENSMUSG00000046093	Hpcal4	ENSDARG00000111827	rcvrnb	ortholog_many2many
ENSMUSG00000046093	Hpcal4	ENSDARG00000030758	guca1c	ortholog_many2many
ENSMUSG00000046093	Hpcal4	ENSDARG00000044629	guca1d	ortholog_many2many
ENSMUSG00000046093	Hpcal4	ENSDARG00000070491	hpcal4	ortholog_many2many
ENSMUSG00000062181	Ces3b	ENSDARG00000101726		ortholog_many2many
ENSMUSG00000062181	Ces3b	ENSDARG00000104818		ortholog_many2many
ENSMUSG00000029782	Tmem209	ENSDARG00000039340	tmem209	ortholog_one2one
ENSMUSG00000024300	Myo1f	ENSDARG00000078734	myo1f	ortholog_one2one
ENSMUSG00000054958	Nt5c1a	ENSDARG00000035883	nt5c1aa	ortholog_one2many
ENSMUSG00000054958	Nt5c1a	ENSDARG00000070590	NT5C1A	ortholog_one2many
ENSMUSG00000036873	2410004B18Rik	ENSDARG00000103134	C23H1orf52	ortholog_one2one
ENSMUSG00000025328	Padi3	ENSDARG00000044167	padi2	ortholog_one2many
ENSMUSG00000056770	Setd3	ENSDARG00000016513	setd3	ortholog_one2one
ENSMUSG00000040747	Cd53	ENSDARG00000068233	zgc:64051	ortholog_one2one
ENSMUSG00000000731	Aire	ENSDARG00000056784	aire	ortholog_one2one
ENSMUSG00000047757	Fancb	ENSDARG00000067596		ortholog_one2one
ENSMUSG00000060560	Ces4a	ENSDARG00000062376	nlgn3b	ortholog_many2many
ENSMUSG00000060560	Ces4a	ENSDARG00000041569	ces2a	ortholog_many2many
ENSMUSG00000060560	Ces4a	ENSDARG00000041595	ces3	ortholog_many2many
ENSMUSG00000060560	Ces4a	ENSDARG00000079251	nlgn2b	ortholog_many2many
ENSMUSG00000060560	Ces4a	ENSDARG00000102234		ortholog_many2many
ENSMUSG00000036863	Syde2	ENSDARG00000099479	SYDE2	ortholog_one2one
ENSMUSG00000027651	Rprd1b	ENSDARG00000038113	rprd1b	ortholog_one2one
ENSMUSG00000035469	Rcbtb1	ENSDARG00000036645	rcbtb1	ortholog_one2one
ENSMUSG00000048175	Asb8	ENSDARG00000003383	asb8	ortholog_one2one
ENSMUSG00000032744	Heyl	ENSDARG00000056732	her4.1	ortholog_many2many
ENSMUSG00000032744	Heyl	ENSDARG00000070770	her4.3	ortholog_many2many
ENSMUSG00000032744	Heyl	ENSDARG00000009822	her4.4	ortholog_many2many
ENSMUSG00000032744	Heyl	ENSDARG00000094426	her4.2	ortholog_many2many
ENSMUSG00000032744	Heyl	ENSDARG00000056729	her4.5	ortholog_many2many
ENSMUSG00000032744	Heyl	ENSDARG00000055798	heyl	ortholog_many2many
ENSMUSG00000032744	Heyl	ENSDARG00000017917	her7	ortholog_many2many
ENSMUSG00000043020	Dnai3	ENSDARG00000105093	DNAI3	ortholog_one2one
ENSMUSG00000036275	9530068E07Rik	ENSDARG00000090747		ortholog_one2one
ENSMUSG00000039431	Mtmr7	ENSDARG00000070412	mtmr7b	ortholog_one2many
ENSMUSG00000039431	Mtmr7	ENSDARG00000037101	mtmr7a	ortholog_one2many
ENSMUSG00000021494	Ddx41	ENSDARG00000099739		ortholog_one2one
ENSMUSG00000025329	Padi1	ENSDARG00000044167	padi2	ortholog_one2many
ENSMUSG00000020903	Stx8	ENSDARG00000103173	stx8	ortholog_one2one
ENSMUSG00000042626	Shc1	ENSDARG00000075437	SHC1	ortholog_one2one
ENSMUSG00000064043	Trerf1	ENSDARG00000088631		ortholog_one2one
ENSMUSG00000022987	Zfp641	ENSDARG00000076472	ovol1a	ortholog_many2many
ENSMUSG00000022987	Zfp641	ENSDARG00000078256		ortholog_many2many
ENSMUSG00000022987	Zfp641	ENSDARG00000036855	plagx	ortholog_many2many
ENSMUSG00000022987	Zfp641	ENSDARG00000076657	plagl2	ortholog_many2many
ENSMUSG00000028927	Padi2	ENSDARG00000044167	padi2	ortholog_one2many
ENSMUSG00000042225	Ammecr1	ENSDARG00000012892	ammecr1	ortholog_one2one
ENSMUSG00000085584	Rtl9	ENSDARG00000088975		ortholog_one2one
ENSMUSG00000001127	Araf	ENSDARG00000054533	araf	ortholog_one2one
ENSMUSG00000036264	Fstl4	ENSDARG00000044319	fstl4	ortholog_one2one
ENSMUSG00000121513	Ptprg	ENSDARG00000045006	ptprga	ortholog_one2one
ENSMUSG00000084883	Ccdc85c	ENSDARG00000079555	ccdc85cb	ortholog_one2many
ENSMUSG00000084883	Ccdc85c	ENSDARG00000005232	ccdc85ca	ortholog_one2many
ENSMUSG00000022427	Tomm22	ENSDARG00000045146	tomm22	ortholog_one2one
ENSMUSG00000021495	Fam193b	ENSDARG00000102831	FAM193B	ortholog_one2one
ENSMUSG00000028524	Sgip1	ENSDARG00000097897	SGIP1	ortholog_one2many
ENSMUSG00000028524	Sgip1	ENSDARG00000101215		ortholog_one2many
ENSMUSG00000115726	Gm30083	ENSDARG00000060845		ortholog_many2many
ENSMUSG00000115726	Gm30083	ENSDARG00000063612		ortholog_many2many
ENSMUSG00000046723	Adam24	ENSDARG00000057590		ortholog_many2many
ENSMUSG00000046723	Adam24	ENSDARG00000053468	adam10a	ortholog_many2many
ENSMUSG00000046723	Adam24	ENSDARG00000015502		ortholog_many2many
ENSMUSG00000046723	Adam24	ENSDARG00000057138	zgc:174164	ortholog_many2many
ENSMUSG00000072624	Gm5460	ENSDARG00000060845		ortholog_many2many
ENSMUSG00000072624	Gm5460	ENSDARG00000063612		ortholog_many2many
ENSMUSG00000013822	Elof1	ENSDARG00000099453	elof1	ortholog_one2one
ENSMUSG00000071937	Adam25	ENSDARG00000053468	adam10a	ortholog_many2many
ENSMUSG00000071937	Adam25	ENSDARG00000015502		ortholog_many2many
ENSMUSG00000071937	Adam25	ENSDARG00000057138	zgc:174164	ortholog_many2many
ENSMUSG00000022426	Josd1	ENSDARG00000071548	josd1	ortholog_one2one
ENSMUSG00000046282	Adam20	ENSDARG00000053468	adam10a	ortholog_many2many
ENSMUSG00000046282	Adam20	ENSDARG00000015502		ortholog_many2many
ENSMUSG00000046282	Adam20	ENSDARG00000057138	zgc:174164	ortholog_many2many
ENSMUSG00000054033	Adam39	ENSDARG00000053468	adam10a	ortholog_many2many
ENSMUSG00000054033	Adam39	ENSDARG00000015502		ortholog_many2many
ENSMUSG00000054033	Adam39	ENSDARG00000057138	zgc:174164	ortholog_many2many
ENSMUSG00000042535	Gtpbp1	ENSDARG00000042900	gtpbp1l	ortholog_one2many
ENSMUSG00000042535	Gtpbp1	ENSDARG00000053467	gtpbp1	ortholog_one2many
ENSMUSG00000026857	Ntmt1	ENSDARG00000022399	ntmt1	ortholog_one2one
ENSMUSG00000034729	Mrps10	ENSDARG00000045913	mrps10	ortholog_one2one
ENSMUSG00000031885	Cbfb	ENSDARG00000040917	cbfb	ortholog_one2one
ENSMUSG00000021259	Cyp46a1	ENSDARG00000089177	cyp46a1.3	ortholog_one2many
ENSMUSG00000021259	Cyp46a1	ENSDARG00000093477	cyp46a1.5	ortholog_one2many
ENSMUSG00000021259	Cyp46a1	ENSDARG00000012137	cyp46a1.1	ortholog_one2many
ENSMUSG00000021259	Cyp46a1	ENSDARG00000004262	cyp46a1.2	ortholog_one2many
ENSMUSG00000021259	Cyp46a1	ENSDARG00000113820	cyp46a1.4	ortholog_one2many
ENSMUSG00000020902	Ntn1	ENSDARG00000022531	ntn1b	ortholog_one2many
ENSMUSG00000020902	Ntn1	ENSDARG00000105112	ntn1a	ortholog_one2many
ENSMUSG00000047441	Antxrl	ENSDARG00000060845		ortholog_many2many
ENSMUSG00000047441	Antxrl	ENSDARG00000063612		ortholog_many2many
ENSMUSG00000004771	Rab11a	ENSDARG00000041450	rab11a	ortholog_one2one
ENSMUSG00000058569	Tmed9	ENSDARG00000004261	tmed9	ortholog_one2one
ENSMUSG00000020901	Pik3r5	ENSDARG00000102762	PIK3R5	ortholog_one2one
ENSMUSG00000001348	Acp5	ENSDARG00000019763	acp5a	ortholog_one2one
ENSMUSG00000058070	Eml1	ENSDARG00000042840	eml1	ortholog_one2one
ENSMUSG00000021504	B4galt7	ENSDARG00000021899	b4galt7	ortholog_one2one
ENSMUSG00000021950	Anxa8	ENSDARG00000013613	anxa13l	ortholog_many2many
ENSMUSG00000021950	Anxa8	ENSDARG00000100104	anxa14	ortholog_many2many
ENSMUSG00000021950	Anxa8	ENSDARG00000013976	anxa13	ortholog_many2many
ENSMUSG00000026574	Dpt	ENSDARG00000056178	dpt	ortholog_one2one
ENSMUSG00000037820	Tgm2	ENSDARG00000070157	tgm2a	ortholog_one2many
ENSMUSG00000037820	Tgm2	ENSDARG00000074094	tgm2b	ortholog_one2many
ENSMUSG00000020361	Hspa4	ENSDARG00000018989	hspa4b	ortholog_one2many
ENSMUSG00000020361	Hspa4	ENSDARG00000004754	hspa4a	ortholog_one2many
ENSMUSG00000026573	Xcl1	ENSDARG00000071499	cxcl32b.1	ortholog_one2many
ENSMUSG00000042524	Sun2	ENSDARG00000086490		ortholog_one2one
ENSMUSG00000021501	Caml	ENSDARG00000100409	camlg	ortholog_one2one
ENSMUSG00000034343	Ube2f	ENSDARG00000025754	ube2f	ortholog_one2one
ENSMUSG00000027777	Schip1	ENSDARG00000038981	SCHIP1	ortholog_one2many
ENSMUSG00000027777	Schip1	ENSDARG00000035175	schip1	ortholog_one2many
ENSMUSG00000023979	Guca1b	ENSDARG00000013393	guca1b	ortholog_one2one
ENSMUSG00000045767	B230219D22Rik	ENSDARG00000113250	C21H5orf24	ortholog_one2many
ENSMUSG00000045767	B230219D22Rik	ENSDARG00000060018	si:ch1073-44g3.1	ortholog_one2many
ENSMUSG00000021497	Txndc15	ENSDARG00000110357	txndc15	ortholog_one2one
ENSMUSG00000119598	Gm22063	ENSDARG00000080129	U6	ortholog_one2many
ENSMUSG00000084711	Gm24629	ENSDARG00000085886	dre-mir-735	ortholog_one2many
ENSMUSG00000084711	Gm24629	ENSDARG00000100903	Y_RNA	ortholog_one2many
ENSMUSG00000023982	Guca1a	ENSDARG00000100747	GUCA1A	ortholog_one2many
ENSMUSG00000023982	Guca1a	ENSDARG00000101567	guca1ab.1	ortholog_one2many
ENSMUSG00000031596	Slc7a2	ENSDARG00000037097	slc7a2	ortholog_many2many
ENSMUSG00000018239	Zcchc10	ENSDARG00000091092	zcchc10	ortholog_one2one
ENSMUSG00000021470	Ercc6l2	ENSDARG00000012403	ercc6l2	ortholog_one2one
ENSMUSG00000049470	Aff4	ENSDARG00000001857	AFF4	ortholog_one2one
ENSMUSG00000023980	Taf8	ENSDARG00000026806	taf8	ortholog_one2one
ENSMUSG00000034452	Slc24a1	ENSDARG00000041431	SLC24A1	ortholog_one2one
ENSMUSG00000039483	Asb6	ENSDARG00000007125	asb6	ortholog_one2one
ENSMUSG00000022193	Psmb5	ENSDARG00000075445	psmb5	ortholog_one2one
ENSMUSG00000071553	Cpa2	ENSDARG00000043722	cpa4	ortholog_one2many
ENSMUSG00000071553	Cpa2	ENSDARG00000010146	cpa2	ortholog_one2many
ENSMUSG00000072423	Psmb11	ENSDARG00000068086	psmb11b	ortholog_one2many
ENSMUSG00000072423	Psmb11	ENSDARG00000108530	psmb11a	ortholog_one2many
ENSMUSG00000059674	Cdh24	ENSDARG00000075960		ortholog_one2many
ENSMUSG00000059674	Cdh24	ENSDARG00000077996	CDH24	ortholog_one2many
ENSMUSG00000026572	Tbx19	ENSDARG00000079187	TBX19	ortholog_one2one
ENSMUSG00000022185	Acin1	ENSDARG00000026842	acin1b	ortholog_one2many
ENSMUSG00000022185	Acin1	ENSDARG00000054290		ortholog_one2many
ENSMUSG00000047824	Pygo2	ENSDARG00000036772	pygo2	ortholog_one2one
ENSMUSG00000036216	Leap2	ENSDARG00000092044	si:dkey-22f5.9	ortholog_one2one
ENSMUSG00000044894	Uqcrq	ENSDARG00000029064	uqcrq	ortholog_one2one
ENSMUSG00000001128	Cfp	ENSDARG00000094451	cfp	ortholog_one2many
ENSMUSG00000001128	Cfp	ENSDARG00000078114	si:ch73-237c6.1	ortholog_one2many
ENSMUSG00000042410	Agps	ENSDARG00000042821	agps	ortholog_one2one
ENSMUSG00000036853	Mcoln3	ENSDARG00000102050	MCOLN3	ortholog_one2many
ENSMUSG00000036853	Mcoln3	ENSDARG00000078363		ortholog_one2many
ENSMUSG00000046207	Pik3r6	ENSDARG00000091140		ortholog_one2one
ENSMUSG00000034165	Ccnd3	ENSDARG00000019741	ccndx	ortholog_many2many
ENSMUSG00000000441	Raf1	ENSDARG00000102328		ortholog_one2many
ENSMUSG00000000441	Raf1	ENSDARG00000059406	raf1b	ortholog_one2many
ENSMUSG00000000441	Raf1	ENSDARG00000096415	raf1a	ortholog_one2many
ENSMUSG00000031595	Pdgfrl	ENSDARG00000006456	pdgfrl	ortholog_one2one
ENSMUSG00000009406	Elk1	ENSDARG00000078066	ELK1	ortholog_one2one
ENSMUSG00000001134	Uxt	ENSDARG00000019339	uxt	ortholog_one2one
ENSMUSG00000031889	Phaf1	ENSDARG00000041560	phaf1	ortholog_one2one
ENSMUSG00000011257	Pabpc4	ENSDARG00000059259	pabpc4	ortholog_one2one
ENSMUSG00000027952	Pmvk	ENSDARG00000070798	pmvk	ortholog_one2one
ENSMUSG00000033122	Hsd17b3	ENSDARG00000023287	hsd17b3	ortholog_one2one
ENSMUSG00000072825	Cep170b	ENSDARG00000078327	CEP170B	ortholog_one2many
ENSMUSG00000072825	Cep170b	ENSDARG00000074636	CEP170B	ortholog_one2many
ENSMUSG00000018238	Gdf9	ENSDARG00000003229	gdf9	ortholog_one2one
ENSMUSG00000000794	Kcnn3	ENSDARG00000019753	KCNN3	ortholog_one2one
ENSMUSG00000034263	Ints14	ENSDARG00000041429	ints14	ortholog_one2one
ENSMUSG00000048329	Mfsd6l	ENSDARG00000014761	mfsd6l	ortholog_one2one
ENSMUSG00000011008	Mcoln2	ENSDARG00000098918	mcoln2	ortholog_one2one
ENSMUSG00000033114	Slc35d2	ENSDARG00000089837	SLC35D2	ortholog_one2one
ENSMUSG00000069920	B3gnt9	ENSDARG00000041616	B3GNT9	ortholog_one2one
ENSMUSG00000018387	Shroom1	ENSDARG00000094181		ortholog_one2one
ENSMUSG00000031887	Tradd	ENSDARG00000036057	tradd	ortholog_one2one
ENSMUSG00000075273	Ift70b	ENSDARG00000038024	ift70	ortholog_one2many
ENSMUSG00000023988	Bysl	ENSDARG00000001057	bysl	ortholog_one2one
ENSMUSG00000050737	Ptges	ENSDARG00000020136	ptges	ortholog_one2one
ENSMUSG00000089715	Cbx6	ENSDARG00000097543		ortholog_many2many
ENSMUSG00000089715	Cbx6	ENSDARG00000071051	cbx6a	ortholog_many2many
ENSMUSG00000068122	Agtr2	ENSDARG00000035552	agtr2	ortholog_one2one
ENSMUSG00000033313	Fbxl8	ENSDARG00000054222	fbxl8	ortholog_one2one
ENSMUSG00000028962	Slc4a2	ENSDARG00000028173	slc4a2a	ortholog_one2many
ENSMUSG00000028962	Slc4a2	ENSDARG00000052330	slc4a2b	ortholog_one2many
ENSMUSG00000045636	Mtus1	ENSDARG00000071562	mtus1a	ortholog_one2many
ENSMUSG00000045636	Mtus1	ENSDARG00000034105		ortholog_one2many
ENSMUSG00000031148	Gpkow	ENSDARG00000029612	gpkow	ortholog_one2one
ENSMUSG00000092558	Med20	ENSDARG00000046006	med20	ortholog_one2one
ENSMUSG00000075272	Ift70a2	ENSDARG00000038024	ift70	ortholog_one2many
ENSMUSG00000075271	Ift70a1	ENSDARG00000038024	ift70	ortholog_one2many
ENSMUSG00000033629	Hacd3	ENSDARG00000016038	hacd3	ortholog_one2one
ENSMUSG00000044352	Sowaha	ENSDARG00000077861		ortholog_one2many
ENSMUSG00000044352	Sowaha	ENSDARG00000079125		ortholog_one2many
ENSMUSG00000090115	Usp49	ENSDARG00000000229	usp49	ortholog_one2one
ENSMUSG00000064655	Gm25788	ENSDARG00000084034		ortholog_many2many
ENSMUSG00000064655	Gm25788	ENSDARG00000084670		ortholog_many2many
ENSMUSG00000065778	Gm22154	ENSDARG00000084034		ortholog_many2many
ENSMUSG00000065778	Gm22154	ENSDARG00000084670		ortholog_many2many
ENSMUSG00000017686	Rhot1	ENSDARG00000099996	rhot1a	ortholog_one2many
ENSMUSG00000017686	Rhot1	ENSDARG00000103313	rhot1b	ortholog_one2many
ENSMUSG00000039382	Wdr45	ENSDARG00000090219	wdr45	ortholog_one2one
ENSMUSG00000054446	Cpa1	ENSDARG00000030915	cpa1	ortholog_one2many
ENSMUSG00000054446	Cpa1	ENSDARG00000021339	cpa5	ortholog_one2many
ENSMUSG00000033475	Tomm6	ENSDARG00000097797	tomm6	ortholog_one2one
ENSMUSG00000076436	Oxct2a	ENSDARG00000054319	oxct1b	ortholog_many2many
ENSMUSG00000076436	Oxct2a	ENSDARG00000013063	oxct1a	ortholog_many2many
ENSMUSG00000044934	Zfp367	ENSDARG00000021086	znf367	ortholog_one2one
ENSMUSG00000028519	Dab1	ENSDARG00000003290	dab1b	ortholog_one2many
ENSMUSG00000028519	Dab1	ENSDARG00000059939	dab1a	ortholog_one2many
ENSMUSG00000026848	Tor1b	ENSDARG00000077950	tor1	ortholog_one2many
ENSMUSG00000036832	Lpar3	ENSDARG00000101814	lpar3	ortholog_one2one
ENSMUSG00000021476	Habp4	ENSDARG00000025174	zgc:103482	ortholog_one2one
ENSMUSG00000023266	Frs3	ENSDARG00000078688	FRS3	ortholog_one2one
ENSMUSG00000036825	Ssx2ip	ENSDARG00000061602	SSX2IP	ortholog_one2many
ENSMUSG00000036825	Ssx2ip	ENSDARG00000039521	ssx2ipa	ortholog_one2many
ENSMUSG00000040848	Sft2d2	ENSDARG00000071159	sft2d2b	ortholog_one2many
ENSMUSG00000040848	Sft2d2	ENSDARG00000070746	sft2d2a	ortholog_one2many
ENSMUSG00000053080	Zfta	ENSDARG00000088036		ortholog_one2one
ENSMUSG00000075270	Pde11a	ENSDARG00000006151		ortholog_many2many
ENSMUSG00000075270	Pde11a	ENSDARG00000075929		ortholog_many2many
ENSMUSG00000040843	Tiprl	ENSDARG00000032353	tiprl	ortholog_one2one
ENSMUSG00000042043	Tbca	ENSDARG00000016754	tbca	ortholog_one2one
ENSMUSG00000020659	Cbll1	ENSDARG00000015222	cbll1	ortholog_one2one
ENSMUSG00000032491	Nradd	ENSDARG00000004392	hdr	ortholog_many2many
ENSMUSG00000032491	Nradd	ENSDARG00000004451	tnfrsfa	ortholog_many2many
ENSMUSG00000032491	Nradd	ENSDARG00000070165	tnfrsf1b	ortholog_many2many
ENSMUSG00000032491	Nradd	ENSDARG00000087804		ortholog_many2many
ENSMUSG00000032491	Nradd	ENSDARG00000057143		ortholog_many2many
ENSMUSG00000032491	Nradd	ENSDARG00000054968	cd40	ortholog_many2many
ENSMUSG00000024758	Rtn3	ENSDARG00000091348	rtn3	ortholog_one2one
ENSMUSG00000021685	Otp	ENSDARG00000014201	otpa	ortholog_one2many
ENSMUSG00000021685	Otp	ENSDARG00000058379	otpb	ortholog_one2many
ENSMUSG00000040836	Gpr161	ENSDARG00000055659	gpr161b	ortholog_one2many
ENSMUSG00000040836	Gpr161	ENSDARG00000058903	GPR161	ortholog_one2many
ENSMUSG00000028920	Fbxo42	ENSDARG00000087545	FBXO42	ortholog_one2one
ENSMUSG00000032076	Cadm1	ENSDARG00000031075	cadm1a	ortholog_one2many
ENSMUSG00000032076	Cadm1	ENSDARG00000042677	cadm1b	ortholog_one2many
ENSMUSG00000056436	Cyct	ENSDARG00000044562	cycsb	ortholog_one2one
ENSMUSG00000026307	Scly	ENSDARG00000073813	scly	ortholog_one2one
ENSMUSG00000026849	Tor1a	ENSDARG00000077950	tor1	ortholog_one2many
ENSMUSG00000030319	Cand2	ENSDARG00000017841	cand1	ortholog_one2one
ENSMUSG00000073733	Cplane2	ENSDARG00000028442	cplane2	ortholog_one2one
ENSMUSG00000047117	Ankdd1b	ENSDARG00000025866	ANKDD1B	ortholog_one2one
ENSMUSG00000034761	Map4k5	ENSDARG00000039125	map4k5	ortholog_one2one
ENSMUSG00000042369	Rbm45	ENSDARG00000063731	rbm45	ortholog_one2one
ENSMUSG00000028919	Arhgef19	ENSDARG00000078853	ARHGEF19	ortholog_one2one
ENSMUSG00000064563	Snora7a	ENSDARG00000082419		ortholog_one2many
ENSMUSG00000026851	BC005624	ENSDARG00000002220	C5H9orf78	ortholog_one2one
ENSMUSG00000029790	Cep41	ENSDARG00000038500	cep41	ortholog_one2one
ENSMUSG00000028189	Ctbs	ENSDARG00000100002	ctbs	ortholog_one2one
ENSMUSG00000033249	Hsf4	ENSDARG00000013251	hsf4	ortholog_one2one
ENSMUSG00000049515	Espnl	ENSDARG00000093112	ESPNL	ortholog_one2many
ENSMUSG00000049515	Espnl	ENSDARG00000078211	ESPNL	ortholog_one2many
ENSMUSG00000036398	Ppp1r11	ENSDARG00000036063	ppp1r11	ortholog_one2one
ENSMUSG00000030660	Pik3c2a	ENSDARG00000060841	PIK3C2A	ortholog_one2one
ENSMUSG00000021668	Polk	ENSDARG00000059963	POLK	ortholog_one2one
ENSMUSG00000028188	Spata1	ENSDARG00000094327	SPATA1	ortholog_one2one
ENSMUSG00000026571	Dcaf6	ENSDARG00000078311	dcaf6	ortholog_one2one
ENSMUSG00000058835	Abi1	ENSDARG00000062991	abi1b	ortholog_one2many
ENSMUSG00000058835	Abi1	ENSDARG00000010155	abi1a	ortholog_one2many
ENSMUSG00000036315	Polr1h	ENSDARG00000036070	polr1h	ortholog_one2one
ENSMUSG00000046985	Tapt1	ENSDARG00000073999	TAPT1	ortholog_one2many
ENSMUSG00000046985	Tapt1	ENSDARG00000061143	tapt1b	ortholog_one2many
ENSMUSG00000024759	Atl3	ENSDARG00000004270	atl3	ortholog_one2one
ENSMUSG00000006218	Fam131c	ENSDARG00000037320	fam131c	ortholog_one2one
ENSMUSG00000053411	Cbx7	ENSDARG00000038025	cbx7a	ortholog_one2many
ENSMUSG00000053411	Cbx7	ENSDARG00000087181	CBX7	ortholog_one2many
ENSMUSG00000026308	Klhl30	ENSDARG00000076094	KLHL30	ortholog_one2one
ENSMUSG00000068523	Gng5	ENSDARG00000039830	gng5	ortholog_one2many
ENSMUSG00000027951	Adar	ENSDARG00000012389	adar	ortholog_one2one
ENSMUSG00000026616	Cr2	ENSDARG00000001559		ortholog_one2many
ENSMUSG00000026616	Cr2	ENSDARG00000091584		ortholog_one2many
ENSMUSG00000048578	Mlec	ENSDARG00000059630	mlec	ortholog_one2one
ENSMUSG00000000489	Pdgfb	ENSDARG00000038139		ortholog_one2many
ENSMUSG00000000489	Pdgfb	ENSDARG00000086778		ortholog_one2many
ENSMUSG00000039706	Ldb2	ENSDARG00000034896	ldb2b	ortholog_one2many
ENSMUSG00000039706	Ldb2	ENSDARG00000019579	ldb2a	ortholog_one2many
ENSMUSG00000051855	Mest	ENSDARG00000032319	mest	ortholog_one2one
ENSMUSG00000022421	Nptxr	ENSDARG00000097543		ortholog_many2many
ENSMUSG00000022421	Nptxr	ENSDARG00000071051	cbx6a	ortholog_many2many
ENSMUSG00000040822	1700123O20Rik	ENSDARG00000054292	C2H14orf119	ortholog_one2one
ENSMUSG00000114865	Cirop	ENSDARG00000098915		ortholog_one2one
ENSMUSG00000052435	Cebpe	ENSDARG00000101096	cebp1	ortholog_many2many
ENSMUSG00000026568	Mpc2	ENSDARG00000024478	mpc2b	ortholog_one2many
ENSMUSG00000026568	Mpc2	ENSDARG00000037679	mpc2a	ortholog_one2many
ENSMUSG00000022180	Slc7a8	ENSDARG00000054343		ortholog_one2many
ENSMUSG00000022180	Slc7a8	ENSDARG00000075831	slc7a8a	ortholog_one2many
ENSMUSG00000060036	Rpl3	ENSDARG00000003599	rpl3	ortholog_one2one
ENSMUSG00000025092	Hspa12a	ENSDARG00000070603	hspa12a	ortholog_one2one
ENSMUSG00000112858	Rnf212b	ENSDARG00000093723		ortholog_one2one
ENSMUSG00000006221	Hspb7	ENSDARG00000104441	hspb7	ortholog_one2one
ENSMUSG00000020964	Sel1l	ENSDARG00000004581	sel1l	ortholog_one2one
ENSMUSG00002075255	Gm55357	ENSDARG00000083950	SNORD83A	ortholog_one2one
ENSMUSG00000022415	Syngr1	ENSDARG00000002564	syngr1a	ortholog_one2many
ENSMUSG00000022415	Syngr1	ENSDARG00000103577	SYNGR1	ortholog_one2many
ENSMUSG00000010453	Kansl3	ENSDARG00000029556	kansl3	ortholog_one2one
